SNP,PPI,DRUG,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
11699,FMP45_MID2,5-FC,YGR094W,VAS1,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.15096389,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR354C,TAL1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.270798242,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCR053W,THR4,Chr16,586993,572464,593213,579913,571530,591786,0.622866881,3.876758399,0.034207941,0.268982772,inf,False,7080,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR117C,TKL2,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.269947003,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL110C,TMA17,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.264501945,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR126C,,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.274133244,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR209C,TRX2; TRX1,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.148224623,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCR084C,,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.246108258,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCR084C,,Chr16,586993,572464,593213,593213,584269,593213,0.622866881,3.876758399,0.034207941,0.149302722,inf,False,6220,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YEL024W,RIP1,Chr16,586993,572464,593213,578941,571530,591786,0.622866881,3.876758399,0.034207941,0.112738791,inf,False,8052,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL035W,UGP1,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.301505871,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKR042W,UTH1,Chr16,586993,572464,593213,587395,574886,593213,0.622866881,3.876758399,0.034207941,0.151349024,inf,False,402,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YDL185W,VMA1,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.138272939,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YBR127C,VMA2; VAT2,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.197043858,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YKL080W,VMA5,Chr16,586993,572464,593213,576969,571530,591786,0.622866881,3.876758399,0.034207941,0.120487107,inf,False,10024,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR332W,VMA4; VAT5,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.141470375,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOR230W,WTM1,Chr16,586993,572464,593213,576040,571530,591786,0.622866881,3.876758399,0.034207941,0.15063911,inf,False,10953,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YCR004C,YCP4,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.237807402,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGR130C,YGR130C,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.213452934,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YHR020W,YHR020W,Chr16,586993,572464,593213,575622,554350,590624,0.622866881,3.876758399,0.034207941,0.249876954,inf,False,11371,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR196W,YMR196W; YM9646.09,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.293534937,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YMR315W,YMR315W; YM9924.07,Chr16,586993,572464,593213,579790,554350,591786,0.622866881,3.876758399,0.034207941,0.423497199,inf,False,7203,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YLR120C,YPS1; YAP3,Chr16,586993,572464,593213,586864,572250,593213,0.622866881,3.876758399,0.034207941,0.151874712,inf,False,129,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YOL109W,ZEO1,Chr16,586993,572464,593213,576347,564355,591786,0.622866881,3.876758399,0.034207941,0.234460158,inf,False,10646,True,True,SUT417,,ncRNA_STM
11699,FMP45_MID2,5-FC,YGL255W,ZRT1,Chr16,586993,572464,593213,586993,572464,593213,0.622866881,3.876758399,0.034207941,0.214726343,inf,False,0,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YLR027C,AAT2; ASP5,Chr16,587778,572464,593213,572464,544393,587778,0.564919902,4.066972699,0.023470405,0.121153758,inf,False,15314,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR072W,ABF2; HIM1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.147427436,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YCR088W,ABP1,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.154120614,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YNR016C,ACC1,Chr16,587778,572464,593213,579913,571530,591786,0.564919902,4.066972699,0.023470405,0.156404774,inf,False,7865,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YBL015W,ACH1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.18924974,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YFL039C,ACT1,Chr16,587778,572464,593213,587395,574886,593213,0.564919902,4.066972699,0.023470405,0.10992934,inf,False,383,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YOL086C,ADH1; ADC1,Chr16,587778,572464,593213,586856,571530,593213,0.564919902,4.066972699,0.023470405,0.112974159,inf,False,922,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR318C,ADH6,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.324712062,inf,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YBL030C,PET9; AAC2,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.143797261,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YAL049C,AIM2,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.206974376,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER052C,HOM3,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.214358054,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPL061W,ALD6; ALDH1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.255165485,145703.0,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YBR286W,APE3,Chr16,587778,572464,593213,576040,571530,591786,0.564919902,4.066972699,0.023470405,0.286179182,inf,False,11738,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YBR149W,ARA1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.201661862,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGL148W,ARO2,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.15555769,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YBR249C,ARO4,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.162295671,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR101C,ARX1,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.194619953,inf,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPR145W,ASN1,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.174299886,246994.0,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YOL058W,ARG1,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.158588807,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YJR121W,ATP2,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.17318187,inf,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPL078C,ATP4,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.189933202,170542.0,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR298C,ATP5; OSCP,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.105842026,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YHR208W,BAT1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.228942612,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YAL060W,BDH1; BDH,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.363319098,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER177W,BMH1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.330167906,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER177W,BMH1,Chr16,587778,572464,593213,591766,576040,593213,0.564919902,4.066972699,0.023470405,0.230572262,inf,False,3988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR099W,BMH2,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.177692304,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGR204W,ADE3,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.12543527,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YJR109C,CPA2,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.171647402,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPL154C,PEP4,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.265678662,318011.0,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR297W,PRC1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.205788704,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR038C,CCS1; LYS7,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.149702371,inf,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL126C,CDC48,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.132154163,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR244C-A,COA6,Chr16,587778,572464,593213,586856,571530,593213,0.564919902,4.066972699,0.023470405,0.227533466,inf,False,922,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YLR038C,COX12,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.119270886,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGL191W,COX13,Chr16,587778,572464,593213,586856,571530,593213,0.564919902,4.066972699,0.023470405,0.405346523,inf,False,922,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGL191W,COX13,Chr16,587778,572464,593213,587778,571530,593213,0.564919902,4.066972699,0.023470405,0.336989708,inf,False,0,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YKL096W,CWP1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.350612939,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YML070W,DAK1,Chr16,587778,572464,593213,587583,571530,593213,0.564919902,4.066972699,0.023470405,0.148910298,inf,False,195,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR250W,GAD1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.189767308,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR173W,DDR48; FSP,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.200106052,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL174C,DLD1; DLD,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.196733612,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YEL071W,DLD3,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.264063719,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YJR070C,LIA1; MMD1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.163394322,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YLR172C,DPH5,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.142589324,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YFR044C,DUG1,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.185145836,inf,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YKL081W,TEF4; EFC1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.153571581,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YOR187W,TUF1; TUFM,Chr16,587778,572464,593213,586856,571530,593213,0.564919902,4.066972699,0.023470405,0.169181991,inf,False,922,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR031C,EIS1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.329563985,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGR175C,ERG1,Chr16,587778,572464,593213,576040,571530,591786,0.564919902,4.066972699,0.023470405,0.191873,inf,False,11738,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER044C,ERG28; BUD18,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.149553665,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPR004C,AIM45,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.134526907,14245.0,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGR234W,YHB1; YHB,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.255233961,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER004W,FMP52,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.213446686,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPL262W,FUM1,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.12821567,527545.0,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YNL241C,ZWF1; MET19,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.271646811,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGR019W,UGA1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.158867386,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YOL030W,GAS5,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.163665304,inf,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR019C,GCV1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.094805867,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YOR120W,GCY1; GCY,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.176632639,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPR184W,GDB1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.175073152,322250.0,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YER122C,GLO3,Chr16,587778,572464,593213,579283,559542,591786,0.564919902,4.066972699,0.023470405,0.537884169,inf,False,8495,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR513W,GRX2,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.1398146,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL171C,GLT1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.153728124,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YEL046C,GLY1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.210164368,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YLR058C,SHM2; SHMT2,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.198755124,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YFL017C,GNA1; PAT1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.157097074,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YIL155C,GUT2,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.252119326,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YHR104W,GRE3,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.163661492,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YPL091W,GLR1,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.153673181,201991.0,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR217W,GUA1,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.12641259,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YCL026C-B,HBN1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.314541348,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YCL030C,HIS4,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.186597957,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YIL116W,HIS5,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.146950949,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL131W,LYS21,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.232617215,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YAL005C,SSA1,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.130986616,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR258C,HSP78,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.132295696,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YCL040W,GLK1; HOR3,Chr16,587778,572464,593213,579790,554350,591786,0.564919902,4.066972699,0.023470405,0.329296872,inf,False,7988,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR345C,HXT3,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.135846976,inf,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR108W,ILV2; SMR1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.164195976,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL124W,YDL124W; D2240,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.210526127,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YMR246W,FAA4,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.114531646,inf,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL051W,LHP1,Chr16,587778,572464,593213,591536,576040,593213,0.564919902,4.066972699,0.023470405,0.151488471,inf,False,3758,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YIR034C,LYS1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.186050119,inf,False,10809,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDR234W,LYS4; LYS3,Chr16,587778,572464,593213,576347,564355,591786,0.564919902,4.066972699,0.023470405,0.172340684,inf,False,11431,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YIL070C,MAM33,Chr16,587778,572464,593213,586856,571530,593213,0.564919902,4.066972699,0.023470405,0.135041115,inf,False,922,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YKL029C,MAE1,Chr16,587778,572464,593213,575622,554350,590624,0.564919902,4.066972699,0.023470405,0.265871128,inf,False,12156,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YFR030W,MET10,Chr16,587778,572464,593213,586960,571530,593213,0.564919902,4.066972699,0.023470405,0.121745084,inf,False,818,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YJR010W,MET3,Chr16,587778,572464,593213,586993,572464,593213,0.564919902,4.066972699,0.023470405,0.144823937,inf,False,785,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YFR011C,MIC19,Chr16,587778,572464,593213,578941,571530,591786,0.564919902,4.066972699,0.023470405,0.163912786,inf,False,8837,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YGL035C,MIG1,Chr16,587778,572464,593213,572464,544393,587778,0.564919902,4.066972699,0.023470405,0.20666676,inf,False,15314,True,True,SUT417,,ncRNA_STM
11704,FMP45_MID2,Trifluoperazine,YDL055C,PSA1,Chr16,587778,572464,593213,576969,571530,591786,0.564919902,4.066972699,0.023470405,0.179933418,inf,False,10809,True,True,SUT417,,ncRNA_STM
