pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YKL210W,UBA1,6.631411297,0.28815831,0,10891,15,911748,inf,trans,0.28815831,10891,911748,911748,False
YKL210W,UBA1,6.299513658,-0.224464442,1,6799,11,40753,0.0,cis,0.224464442,6799,39138,47424,True
YKL210W,UBA1,5.670075317,-0.124206247,0,10886,15,907245,inf,trans,0.124206247,10886,888108,912729,False
YKL210W,UBA1,4.597087703,0.109251893,0,7917,12,515351,inf,trans,0.109251893,7917,514437,518231,False
YKL210W,UBA1,4.239611529,0.107240092,0,1895,4,590025,inf,trans,0.107240092,1895,574801,594369,False
YDR177W,UBC1,41.61365054,0.418791073,1,2108,4,817729,207.0,cis,0.418791073,2108,808113,832289,True
YDR177W,UBC1,13.9332188,0.256070974,1,10183,15,168592,inf,trans,0.256070974,10183,165912,181071,False
YDR177W,UBC1,8.991210445,-0.346958906,0,1784,4,520430,296445.0,trans,0.346958906,1784,520430,520430,False
YDR177W,UBC1,6.311685828,0.144598755,0,6466,10,652591,inf,trans,0.144598755,6466,642106,662415,False
YDR177W,UBC1,4.702638469,-0.282712722,1,3707,6,98707,inf,trans,0.282712722,3707,98707,98707,False
YDR177W,UBC1,4.675970909,0.128613083,0,636,2,517548,inf,trans,0.128613083,636,505207,530047,False
YDR177W,UBC1,4.46858785,0.117418213,0,5580,9,122617,inf,trans,0.117418213,5580,103774,138792,False
YMR022W,UBC7; QRI8,17.54582984,-0.311021131,1,8663,13,319136,0.0,cis,0.311021131,8663,309981,319136,True
YFR010W,UBP6,7.731694586,0.208264203,0,10182,15,168558,inf,trans,0.208264203,10182,165912,181071,False
YBL058W,SHP1; UBX1,10.57030984,0.242556634,0,10191,15,171671,inf,trans,0.242556634,10191,165912,184082,False
YBL058W,SHP1; UBX1,8.400944374,0.189404045,1,11678,16,572250,inf,trans,0.189404045,11678,546787,587778,False
YBL058W,SHP1; UBX1,6.970288535,-0.338561643,0,1784,4,520430,inf,trans,0.338561643,1784,520430,520430,False
YBL058W,SHP1; UBX1,5.565476434,-0.37172452,0,4477,7,678070,inf,trans,0.37172452,4477,678070,678070,False
YEL024W,RIP1,23.53558089,0.311987533,1,10191,15,171671,inf,trans,0.311987533,10191,165912,184082,False
YEL024W,RIP1,20.89955548,0.255413703,0,5611,9,138792,inf,trans,0.255413703,5611,122617,144955,False
YEL024W,RIP1,16.33238181,0.223086143,0,7979,12,570032,inf,trans,0.223086143,7979,563476,576167,False
YEL024W,RIP1,15.80462359,-0.302162297,1,8458,13,56990,inf,trans,0.302162297,8458,55098,73225,False
YEL024W,RIP1,10.13801478,0.170761028,0,7859,12,443030,inf,trans,0.170761028,7859,425418,443164,False
YEL024W,RIP1,8.353279478,0.168898247,0,638,2,518106,inf,trans,0.168898247,638,505207,530047,False
YEL024W,RIP1,7.810633179,-0.159390555,0,8668,13,331755,inf,trans,0.159390555,8668,329611,333904,False
YEL024W,RIP1,7.600097004,0.149035745,0,8106,12,737804,inf,trans,0.149035745,8106,727931,749514,False
YEL024W,RIP1,6.027234636,0.12771002,0,6884,11,108870,inf,trans,0.12771002,6884,96863,122192,False
YEL024W,RIP1,5.818768255,0.18604063,0,11048,15,1077950,inf,trans,0.18604063,11048,1077950,1077950,False
YEL024W,RIP1,5.080329083,0.120343754,0,8313,12,974973,inf,trans,0.120343754,8313,961463,990758,False
YEL024W,RIP1,4.695566557,0.112738791,0,11687,16,578941,inf,trans,0.112738791,11687,571530,591786,False
YEL024W,RIP1,4.481268751,-0.108857623,0,1187,3,285659,inf,trans,0.108857623,1187,267625,297295,False
YEL024W,RIP1,4.182043748,0.266029867,0,261,2,84412,inf,trans,0.266029867,261,84412,84412,False
YGR048W,UFD1; PIP3,7.06462037,-0.271917314,1,4329,7,543693,46137.0,trans,0.271917314,4329,516852,576468,False
YGR048W,UFD1; PIP3,6.368920625,0.179691931,1,7137,11,369257,inf,trans,0.179691931,7137,367086,369257,False
YKL035W,UGP1,71.41561191,0.567422366,1,10191,15,171671,inf,trans,0.567422366,10191,165912,184082,False
YKL035W,UGP1,29.81909894,0.301505871,1,11686,16,576969,inf,trans,0.301505871,11686,571530,591786,False
YKL035W,UGP1,10.78093219,0.173327639,0,3669,6,71471,inf,trans,0.173327639,3669,62743,74913,False
YKL035W,UGP1,10.40235185,0.182174752,0,642,2,523217,inf,trans,0.182174752,642,505207,530047,False
YKL035W,UGP1,9.184511036,0.156732611,0,8110,12,745735,inf,trans,0.156732611,8110,732202,754859,False
YKL035W,UGP1,5.967107916,-0.12251841,0,3895,7,34691,inf,trans,0.12251841,3895,23383,37288,False
YKL035W,UGP1,5.70627592,-0.241157287,0,2568,4,1354715,inf,trans,0.241157287,2568,1352371,1354715,False
YKL035W,UGP1,5.375712204,0.118872664,0,4389,7,610923,inf,trans,0.118872664,4389,610875,617052,False
YKL035W,UGP1,5.357689566,0.17558781,0,3609,6,27551,inf,trans,0.17558781,3609,27551,27551,False
YKL035W,UGP1,4.922405761,-0.1122683,1,4983,8,131702,inf,trans,0.1122683,4983,124640,140065,False
YKL035W,UGP1,4.135870073,0.098728606,0,3777,6,201882,inf,trans,0.098728606,3777,199005,203342,False
YHR128W,FUR1,28.77617603,-0.305082573,1,5209,8,361900,218.0,cis,0.305082573,5209,353097,368023,True
YHR128W,FUR1,15.13052275,0.298233617,1,8458,13,56990,inf,trans,0.298233617,8458,55098,73225,False
YHR128W,FUR1,6.797317597,0.138649022,1,8203,12,862519,inf,trans,0.138649022,8203,859419,869357,False
YHR128W,FUR1,6.546673765,-0.137103442,1,11892,16,814192,inf,trans,0.137103442,11892,810605,821586,False
YHR128W,FUR1,6.166768505,0.131544265,0,5337,8,469571,106803.0,trans,0.131544265,5337,465075,481335,False
YHR128W,FUR1,5.802664491,-0.52883905,0,7873,12,460678,inf,trans,0.52883905,7873,460678,460678,False
YHR128W,FUR1,4.975587917,0.115041098,1,10864,15,885299,inf,trans,0.115041098,10864,876222,906404,False
YHR128W,FUR1,4.757834496,-0.114441285,0,7647,12,235026,inf,trans,0.114441285,7647,230601,243991,False
YHR128W,FUR1,4.684146465,-0.111541207,0,6476,10,656247,inf,trans,0.111541207,6476,642327,662934,False
YHR128W,FUR1,4.33149194,-0.113004114,1,4301,7,485796,inf,trans,0.113004114,4301,477177,520054,False
YBL039C,URA7,5.917144071,-0.165906227,0,10200,15,183037,inf,trans,0.165906227,10200,170347,185951,False
YJR103W,URA8,21.66664844,-0.31231278,1,6426,10,611690,9057.0,trans,0.31231278,6426,599712,627474,False
YJR103W,URA8,5.863697187,0.162199924,0,1899,4,591356,inf,trans,0.162199924,1899,576758,597710,False
YKR042W,UTH1,16.09357396,-0.25887649,0,5510,9,71252,inf,trans,0.25887649,5510,57000,77957,False
YKR042W,UTH1,11.17521553,-0.212094481,1,1079,3,188979,inf,trans,0.212094481,1079,168031,198615,False
YKR042W,UTH1,7.211127291,-0.167351328,0,5806,9,283290,inf,trans,0.167351328,5806,276483,289513,False
YKR042W,UTH1,7.126848224,0.273433689,0,8820,13,511585,inf,trans,0.273433689,8820,506148,514849,False
YKR042W,UTH1,6.192588737,0.153399032,0,1272,4,43708,inf,trans,0.153399032,1272,37106,52141,False
YKR042W,UTH1,5.752328127,0.151349024,0,11701,16,587395,inf,trans,0.151349024,11701,574886,593213,False
YKR042W,UTH1,5.655722554,0.145343307,0,6007,10,61708,inf,trans,0.145343307,6007,61391,68934,False
YKR042W,UTH1,5.272522754,0.143346032,0,8378,12,1025145,inf,trans,0.143346032,8378,1020161,1025145,False
YJL109C,UTP10,6.364528216,-0.181319422,0,10200,15,183037,inf,trans,0.181319422,10200,170347,185951,False
YLR222C,UTP13,6.920262169,-0.252214826,0,2151,4,852621,inf,trans,0.252214826,2151,843927,861470,False
YLR447C,VMA6,6.285326976,0.154734356,0,6892,11,116979,inf,trans,0.154734356,6892,102671,125700,False
YDL185W,VMA1,26.13148127,0.350951659,0,10193,15,172102,inf,trans,0.350951659,10193,165912,184082,False
YDL185W,VMA1,7.953906454,0.158230475,0,1276,4,48267,78521.0,trans,0.158230475,1276,37106,56089,False
YDL185W,VMA1,7.893556259,-0.154600123,0,11879,16,792584,inf,trans,0.154600123,11879,790960,810640,False
YDL185W,VMA1,6.095525383,0.138272939,0,11685,16,576347,inf,trans,0.138272939,11685,564355,591786,False
YDL185W,VMA1,6.009912287,0.137242843,1,5209,8,361900,inf,trans,0.137242843,5209,353097,368023,False
YDL185W,VMA1,5.508602968,0.544093923,0,8583,13,183474,inf,trans,0.544093923,8583,183474,183474,False
YDL185W,VMA1,5.502694727,-0.132696882,0,11356,16,210433,inf,trans,0.132696882,11356,199543,213411,False
YDL185W,VMA1,5.39703032,-0.125951928,1,4270,7,449305,inf,trans,0.125951928,4270,446235,449489,False
YDL185W,VMA1,5.366063245,-0.302741544,0,8525,13,99287,inf,trans,0.302741544,8525,99287,99287,False
YDL185W,VMA1,5.257172032,-0.124642993,1,7988,12,576037,inf,trans,0.124642993,7988,567889,589446,False
YDL185W,VMA1,4.95904962,-0.209641208,1,3758,6,179345,inf,trans,0.209641208,3758,179345,179345,False
YDL185W,VMA1,4.816222479,0.117694286,1,9218,13,877043,inf,trans,0.117694286,9218,869923,896327,False
YDL185W,VMA1,4.764501097,0.117295766,0,8815,13,509480,inf,trans,0.117295766,8815,500062,513217,False
YDL185W,VMA1,4.670151163,-0.281270313,1,2057,4,747529,617526.0,trans,0.281270313,2057,747523,747529,False
YDL185W,VMA1,4.365012817,-0.110869358,0,3783,6,208815,inf,trans,0.110869358,3783,208815,208850,False
YDL185W,VMA1,4.310575343,0.115271736,0,3358,5,561211,inf,trans,0.115271736,3358,553130,562451,False
YDL185W,VMA1,4.280154977,-0.228649642,0,7146,11,379892,inf,trans,0.228649642,7146,376286,380964,False
YDL185W,VMA1,4.162349619,-0.109993495,0,199,2,10135,inf,trans,0.109993495,199,8250,28209,False
YDL185W,VMA1,3.977551545,0.105800725,0,87,1,113050,inf,trans,0.105800725,87,112549,114628,False
YBR127C,VMA2; VAT2,25.75393721,0.349831532,0,10193,15,172102,inf,trans,0.349831532,10193,165912,184082,False
YBR127C,VMA2; VAT2,11.44099598,0.197043858,0,11685,16,576347,inf,trans,0.197043858,11685,564355,591786,False
YBR127C,VMA2; VAT2,9.486312986,0.176117633,0,6007,10,61708,inf,trans,0.176117633,6007,61391,68934,False
YBR127C,VMA2; VAT2,7.877529111,0.157720418,1,1928,4,614738,inf,trans,0.157720418,1928,604043,624555,False
YBR127C,VMA2; VAT2,6.755425936,0.1570351,0,3661,6,62990,inf,trans,0.1570351,3661,57460,71997,False
YBR127C,VMA2; VAT2,6.715610744,-0.143793283,1,9801,14,647843,inf,trans,0.143793283,9801,621027,651987,False
YBR127C,VMA2; VAT2,5.407579107,0.12697391,0,4649,7,877072,inf,trans,0.12697391,4649,854465,887971,False
YBR127C,VMA2; VAT2,5.276858679,-0.125809119,1,6361,10,548227,inf,trans,0.125809119,6361,543383,557799,False
YBR127C,VMA2; VAT2,5.132214437,-0.123640308,1,11877,16,790960,inf,trans,0.123640308,11877,787485,798666,False
YBR127C,VMA2; VAT2,4.960238946,-0.123397486,0,10883,15,906722,inf,trans,0.123397486,10883,887134,912729,False
YBR127C,VMA2; VAT2,4.303860273,-0.117609447,0,11356,16,210433,inf,trans,0.117609447,11356,199543,213411,False
YBR127C,VMA2; VAT2,4.228908862,0.113521166,0,7045,11,245775,inf,trans,0.113521166,7045,236028,255600,False
YBR127C,VMA2; VAT2,4.132091986,-0.3870574,0,10260,15,237009,inf,trans,0.3870574,10260,237009,237009,False
YBR127C,VMA2; VAT2,3.991059333,0.128396052,1,650,2,541028,48212.0,trans,0.128396052,650,541028,541028,False
YBR127C,VMA2; VAT2,3.957050833,0.236060351,0,7624,12,211932,inf,trans,0.236060351,7624,211932,211932,False
YBR127C,VMA2; VAT2,3.835094623,0.104597341,0,9641,14,539456,inf,trans,0.104597341,9641,534351,539456,False
YKL080W,VMA5,8.45925393,-0.182472471,0,9793,14,642445,inf,trans,0.182472471,9793,621027,647843,False
YKL080W,VMA5,8.077565694,-0.984703202,0,7686,12,265316,inf,trans,0.984703202,7686,265316,265316,False
YKL080W,VMA5,6.412358909,0.155642557,1,7045,11,245775,38899.0,trans,0.155642557,7045,236028,255600,False
YKL080W,VMA5,6.317561148,0.15504181,1,1916,4,598800,inf,trans,0.15504181,1916,592839,609905,False
YKL080W,VMA5,5.430283944,-0.143229742,0,8660,13,313844,inf,trans,0.143229742,8660,309981,319136,False
YKL080W,VMA5,5.343582786,0.138136536,0,6007,10,61708,inf,trans,0.138136536,6007,61391,68934,False
YKL080W,VMA5,5.155784103,-0.13415302,0,8225,12,885965,inf,trans,0.13415302,8225,879953,895625,False
YKL080W,VMA5,5.04404037,0.152199675,0,10192,15,172074,inf,trans,0.152199675,10192,165912,184082,False
YKL080W,VMA5,4.87684589,-0.130238857,1,1159,3,256593,inf,trans,0.130238857,1159,251255,261281,False
YKL080W,VMA5,4.464211901,-0.124281369,1,11877,16,790960,inf,trans,0.124281369,11877,787485,798666,False
YKL080W,VMA5,4.298289382,-0.120001553,0,10370,15,358094,inf,trans,0.120001553,10370,343921,370822,False
YKL080W,VMA5,4.186921213,0.120487107,0,11686,16,576969,inf,trans,0.120487107,11686,571530,591786,False
YOR332W,VMA4; VAT5,8.496617968,-0.454045093,0,4207,7,412630,inf,trans,0.454045093,4207,412630,412630,False
YOR332W,VMA4; VAT5,6.681463093,-0.295322824,0,1784,4,520430,inf,trans,0.295322824,1784,520430,520430,False
YOR332W,VMA4; VAT5,6.078924391,0.141470375,0,11685,16,576347,inf,trans,0.141470375,11685,564355,591786,False
YOR332W,VMA4; VAT5,6.071725958,0.178894303,0,10194,15,173340,770313.0,trans,0.178894303,10194,165912,184082,False
YOR332W,VMA4; VAT5,5.882760385,0.301289586,0,896,3,757,inf,trans,0.301289586,896,757,757,False
YOR332W,VMA4; VAT5,5.505544434,0.397990262,0,7031,11,231612,inf,trans,0.397990262,7031,231612,231612,False
YOR332W,VMA4; VAT5,5.286701844,-0.468151751,1,11834,16,734843,inf,trans,0.468151751,11834,718898,747487,False
YOR332W,VMA4; VAT5,5.02122399,0.12519341,0,8818,13,510643,inf,trans,0.12519341,8818,503363,513217,False
YOR332W,VMA4; VAT5,4.728196227,-0.765800424,0,10777,15,785154,158499.0,trans,0.765800424,10777,785154,785154,False
YOR332W,VMA4; VAT5,4.646585501,0.123834852,1,9233,13,899295,inf,trans,0.123834852,9233,895661,910929,False
YOR332W,VMA4; VAT5,4.450910397,-0.243531326,0,8746,13,426219,inf,trans,0.243531326,8746,426219,426224,False
YOR332W,VMA4; VAT5,4.356117808,-0.278090677,0,9785,14,631825,inf,trans,0.278090677,9785,631825,631825,False
YOR332W,VMA4; VAT5,4.241896825,-0.113290039,0,9998,14,778347,inf,trans,0.113290039,9998,757948,780322,False
YOR332W,VMA4; VAT5,4.013226199,-0.12580818,1,10259,15,236991,706662.0,trans,0.12580818,10259,236991,236991,False
YPR036W,VMA13; CLS11,6.745483923,0.169854146,1,11245,16,132456,511377.0,trans,0.169854146,11245,132456,132456,False
YPR036W,VMA13; CLS11,6.682401899,-0.476236502,0,10844,15,860902,inf,trans,0.476236502,10844,860902,860902,False
YPR036W,VMA13; CLS11,6.510000165,0.137281842,0,6006,10,61545,inf,trans,0.137281842,6006,61391,68934,False
YPR036W,VMA13; CLS11,6.192100114,-0.430565129,0,10391,15,385655,inf,trans,0.430565129,10391,385655,385655,False
YPR036W,VMA13; CLS11,5.529934062,-0.152436209,0,912,3,4582,inf,trans,0.152436209,912,2644,5784,False
YPR036W,VMA13; CLS11,4.640892499,0.113546987,0,1281,4,51735,inf,trans,0.113546987,1281,43687,60460,False
YPR036W,VMA13; CLS11,4.344003908,-0.191414121,1,11395,16,246835,396998.0,trans,0.191414121,11395,246835,246835,False
YNL055C,POR1,58.06852752,0.455614991,1,10191,15,171671,inf,trans,0.455614991,10191,165912,184082,False
YNL055C,POR1,19.2937073,0.214878559,1,11680,16,572345,inf,trans,0.214878559,11680,572345,572345,False
YNL055C,POR1,18.43703583,0.208448949,1,5609,9,138029,inf,trans,0.208448949,5609,125289,144955,False
YNL055C,POR1,17.27394847,-0.277569749,0,8458,13,56990,inf,trans,0.277569749,8458,55098,73225,False
YNL055C,POR1,10.78895455,0.156441438,1,7977,12,569918,inf,trans,0.156441438,7977,563476,576167,False
YNL055C,POR1,10.10962138,0.164291706,0,642,2,523217,inf,trans,0.164291706,642,505207,530047,False
YNL055C,POR1,9.868866304,0.150199319,0,8106,12,737804,inf,trans,0.150199319,8106,727931,749514,False
YNL055C,POR1,7.825394524,-0.137452289,0,8664,13,329611,inf,trans,0.137452289,8664,329611,333904,False
YNL055C,POR1,7.263027167,-0.3559843,0,7031,11,231612,inf,trans,0.3559843,7031,231612,231612,False
YNL055C,POR1,6.651685644,-0.242615191,0,2568,4,1354715,inf,trans,0.242615191,2568,1352371,1354715,False
YNL055C,POR1,6.452288074,-0.118184845,0,2848,5,33814,inf,trans,0.118184845,2848,30505,38677,False
YNL055C,POR1,5.955009517,0.111266259,1,5195,8,353097,inf,trans,0.111266259,5195,342706,361900,False
YNL055C,POR1,5.212066123,-0.122314471,0,6271,10,417313,inf,trans,0.122314471,6271,413692,448026,False
YNL055C,POR1,5.185753865,-0.207588709,0,2285,4,971731,inf,trans,0.207588709,2285,961744,998174,False
YNL055C,POR1,4.837249076,0.099985987,0,2487,4,1260055,inf,trans,0.099985987,2487,1256208,1268325,False
YNL055C,POR1,4.442586931,0.096793447,0,8311,12,974822,inf,trans,0.096793447,8311,968660,987293,False
YNL055C,POR1,4.004355424,0.090163693,0,10993,15,1015033,inf,trans,0.090163693,10993,1010191,1018776,False
YNL055C,POR1,3.982957234,-0.101171974,1,7484,12,87080,inf,trans,0.101171974,7484,87080,87275,False
YOR270C,VPH1,5.651340345,0.194066093,0,8462,13,60048,inf,trans,0.194066093,8462,55098,75198,False
YOR270C,VPH1,5.296825997,0.136997141,0,1283,4,52093,inf,trans,0.136997141,1283,43687,60460,False
YOR270C,VPH1,5.147871183,-0.154000946,0,10196,15,180876,647175.0,trans,0.154000946,10196,168199,185951,False
YOR270C,VPH1,4.849485328,-0.130152471,0,10992,15,1014707,184134.0,trans,0.130152471,10992,1010191,1018776,False
YOR270C,VPH1,4.639007758,-0.126339843,0,29,1,36146,inf,trans,0.126339843,29,28495,41499,False
YOR270C,VPH1,4.490394219,0.124744942,1,798,2,723281,inf,trans,0.124744942,798,717833,734586,False
YKR001C,VPS1,9.292019602,0.830263911,0,7873,12,460678,inf,trans,0.830263911,7873,460678,460678,False
YOR089C,,6.92387744,-0.280990853,1,912,3,4582,inf,trans,0.280990853,912,2644,5784,False
YOR089C,,6.22017839,-0.161308776,1,6381,10,571678,inf,trans,0.161308776,6381,569834,571888,False
YOR089C,,5.327381923,0.151364436,0,11304,16,171534,inf,trans,0.151364436,11304,167913,187861,False
YOR089C,,4.996724493,0.32791848,0,8414,13,8306,inf,trans,0.32791848,8414,8303,8312,False
YOR089C,,4.993996541,-0.145346297,0,9004,13,696701,inf,trans,0.145346297,9004,696701,701153,False
YHR012W,VPS29,9.616063678,0.212640321,0,1938,4,622563,inf,trans,0.212640321,1938,614738,629042,False
YPR173C,,5.99601555,0.157258688,0,11956,16,888040,207.0,cis,0.157258688,11956,883992,892106,True
YDR372C,VPS74,6.680291856,-0.338103418,0,1784,4,520430,700674.0,trans,0.338103418,1784,520430,520430,False
YDR372C,VPS74,5.86628915,-0.191319813,0,8477,13,73225,inf,trans,0.191319813,8477,56990,81354,False
YDR372C,VPS74,5.522152416,0.147361811,0,9869,14,719403,inf,trans,0.147361811,9869,713348,721219,False
YDR372C,VPS74,5.23125891,-0.424165925,0,12041,17,48192,inf,trans,0.424165925,12041,48192,48192,False
YDR372C,VPS74,5.032276029,-0.14779906,0,9807,14,651987,inf,trans,0.14779906,9807,647843,651987,False
YJL012C,VTC4; PHM3,6.239891711,-0.694043988,1,10183,15,168592,inf,trans,0.694043988,10183,165912,181071,False
YJL012C,VTC4; PHM3,5.043016369,-0.140211127,0,1481,4,211612,inf,trans,0.140211127,1481,203027,228580,False
YJL012C,VTC4; PHM3,5.006564791,0.143246278,0,7593,12,182813,inf,trans,0.143246278,7593,180329,194466,False
YMR197C,VTI1,10.81696404,-0.208787572,0,8978,13,659245,48.0,cis,0.208787572,8978,646103,665729,True
YOR230W,WTM1,26.61307776,0.338384898,0,10192,15,172074,598727.0,trans,0.338384898,10192,165912,184082,False
YOR230W,WTM1,16.18627531,0.229347851,0,3666,6,65183,inf,trans,0.229347851,3666,57460,74406,False
YOR230W,WTM1,12.82590703,0.432659364,1,5416,8,541428,inf,trans,0.432659364,5416,541428,541428,False
YOR230W,WTM1,9.108614545,-0.415928268,0,844,2,780425,inf,trans,0.415928268,844,780425,780425,False
YOR230W,WTM1,7.643466034,-0.15063911,0,11684,16,576040,inf,trans,0.15063911,11684,571530,591786,False
YOR230W,WTM1,7.148921509,0.14721125,1,8594,13,212453,inf,trans,0.14721125,8594,209723,217356,False
YOR230W,WTM1,6.933794939,0.14097132,0,3777,6,201882,inf,trans,0.14097132,3777,199005,203342,False
YOR230W,WTM1,6.050613204,-0.130544187,1,3969,7,122646,inf,trans,0.130544187,3969,109520,122646,False
YOR230W,WTM1,5.842908463,-0.129482072,0,4980,8,124640,inf,trans,0.129482072,4980,120385,140065,False
YOR230W,WTM1,5.237099454,-0.120771128,0,5814,9,296974,inf,trans,0.120771128,5814,286125,303507,False
YOR230W,WTM1,5.212292282,0.120352428,0,5029,8,167286,inf,trans,0.120352428,5029,154940,170419,False
YOR230W,WTM1,4.780925411,-0.114162149,0,10919,15,957477,185363.0,trans,0.114162149,10919,950568,964403,False
YOR230W,WTM1,4.610635625,-0.230846848,0,1784,4,520430,inf,trans,0.230846848,1784,520430,520430,False
YOR230W,WTM1,4.481927146,0.117034256,0,7145,11,379877,inf,trans,0.117034256,7145,372538,384150,False
YOR230W,WTM1,4.481365068,0.238905649,0,3197,5,382523,inf,trans,0.238905649,3197,382523,382523,False
YOR230W,WTM1,4.477894463,0.164133096,1,11048,15,1077950,305836.0,trans,0.164133096,11048,1077950,1077950,False
YOR230W,WTM1,4.429691469,0.108261657,0,6065,10,159755,inf,trans,0.108261657,6065,157487,165720,False
YOR230W,WTM1,4.239904705,0.214999786,0,1487,4,218148,inf,trans,0.214999786,1487,217566,228580,False
YOR230W,WTM1,4.089210256,-0.561403108,0,3121,5,266246,inf,trans,0.561403108,3121,266246,266246,False
