SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7994,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0013528161417596,0.0093707758549406,0.992528575766601,1.0,12,583478,0.00147891743791,0.14470766192985,0.991851506763685,YLR223C,IFH1,SGDID:S000004213,ORF,Verified ORF,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
9646,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0013456804551706,-0.0093585807781094,0.992538298752696,1.0,14,547700,-0.0018229100257305,0.144131805636467,0.98991615217614,YNL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11040,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0029354323840662,0.0089046621442218,0.992900203325161,1.0,15,1073085,0.0579290423932115,0.321961289874676,0.85731430451331,YOR388C_NFR/NDR,,,Promoter,Promoter,,Promoter
10364,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0012310548956642,-0.0084679597377139,0.993248382965287,1.0,15,350076,-0.0003812892825396,0.145717829368104,0.997913713750426,YOR011W,AUS1,SGDID:S000005537,ORF,Verified ORF,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
6352,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0012246446901933,-0.0081885870323925,0.993471125464816,1.0,10,537627,-0.0023840517743534,0.149801617744446,0.987311412390386,YJR054W,KCH1,SGDID:S000003815,Close to 3'-UTR,Close to 3'-UTR,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
11628,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.001188079335973,-0.0080510421222171,0.993580789541705,1.0,16,511586,0.0012125609839764,0.147870785943965,0.993461941294396,YPL021W,ECM23,SGDID:S000005942,ORF,Verified ORF,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
9340,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0011302113359226,-0.007841813254487,0.993747607220627,1.0,14,124634,-0.0021392139884488,0.14446638798694,0.988193967148636,YNL273W,TOF1,SGDID:S000005217,ORF,Verified ORF,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7138,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0011369381589036,0.0078298848070504,0.993757117751754,1.0,11,372538,0.0010025396245272,0.145548774736155,0.994508107381685,YKL034W,TUL1,SGDID:S000001517,ORF,Verified ORF,"""Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1""",Verified ORF
2673,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0011467718446341,0.007745768848245,0.993824183289792,1.0,4,1467660,-0.0011359846171545,0.148377217191503,0.993895733834432,YDR508C,GNP1,SGDID:S000002916,ORF,Verified ORF,"""Broad specificity amino acid permease; high-affinity glutamine permease; major serine permease with minor contributions from paralog Agp1p; role in serine uptake impacts cellular sphingolipid homeostasis; also transports Leu ; Thr ; Cys ; Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids""",Verified ORF
9595,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0011041492331174,-0.0076544482253326,0.993896993146187,1.0,14,465187,-0.0016084901120866,0.144590328352292,0.991130428142615,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
10998,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0010758465317314,-0.0073926158816603,0.994105752136019,1.0,15,1024813,-0.0008385460397524,0.14586622361553,0.995416446954965,YOR365C,YOR365C,SGDID:S000005892,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential protein; YOR365C has a paralog ; FLC2 ; that arose from the whole genome duplication""",Uncharacterized ORF
7876,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.001056560318855,0.0072349861245639,0.994231430575137,1.0,12,491877,0.0012659336755892,0.146373709247521,0.993104354400357,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10906,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.001011452410017,-0.0069815237154583,0.994433516829878,1.0,15,934483,-0.0001629167175043,0.14521128546851,0.999105464299477,YOR328W,PDR10,SGDID:S000005855,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
3316,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0025813270560334,-0.0069760323453338,0.994437895117939,1.0,5,541505,0.255603607361127,0.304685032117007,0.402087016201116,YER176W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7865,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0014715976705577,-0.0069152352555799,0.994486368855411,1.0,12,449594,0.0031826657224931,0.213300880297436,0.988103623333411,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
11316,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.000975105000162,-0.0067111020077114,0.994649125173739,1.0,16,173125,0.0010071716185855,0.145628528700481,0.994485755314754,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11048,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0014378582596886,0.006671696012828,0.994680543769255,1.0,15,1077950,-0.0227154048862519,0.201861234224598,0.910467304098864,YOR390W,FEX1,SGDID:S000005917,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in fluoride export; nearly identical to FEX2 ; and deletion of both proteins results in a large increase in fluoride sensitivity compared with the single mutant; contains two FEX domains connected by a linker; part of a widespread family of conserved fluoride export proteins""",Verified ORF
11353,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0009725804704065,0.0066130588116084,0.994727295516456,1.0,16,208852,0.0059295003974855,0.147375265485706,0.967929295521553,YPL179W,PPQ1,SGDID:S000006100,ORF,Verified ORF,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
7991,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0009425810869098,0.0065443142058675,0.994782105973282,1.0,12,581840,0.0004670588804926,0.144371411477,0.997420579424733,YLR222C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
12051,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0013180106019673,0.0065187876039498,0.994802458481395,1.0,17,74433,0.0525803596357326,0.194743844124023,0.787319915448492,Q0250,COX2,SGDID:S000007281,Close to 3'-UTR,Close to 3'-UTR,"""Subunit II of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits""",Verified ORF
8808,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0027665452766065,-0.0063329900191594,0.994950596077406,1.0,13,503636,0.055328285259316,0.271477633692751,0.838623940638801,ARS1319,ARS1319,SGDID:S000130189,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
7996,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0008765597340484,0.0061065106006087,0.995131169794098,1.0,12,586321,0.0009127024099835,0.143885517641386,0.994942432578851,YLR223C,IFH1,SGDID:S000004213,Close to 3'-UTR,Close to 3'-UTR,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
9343,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0008518804837484,-0.0059211758856214,0.995278938720851,1.0,14,127328,-0.0008204386001063,0.1442104176806,0.995463931662883,YNL272C,SEC2,SGDID:S000005216,ORF,Verified ORF,"""Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst ; via exocyst subunit Sec15p ; on secretory vesicles""",Verified ORF
3202,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0008981221341467,-0.0055884068860265,0.995544258647237,1.0,5,390254,-0.0008981221341497,0.161092782761503,0.99555481799401,YER113C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10320,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0007800443147523,-0.0054255335694432,0.995674119292439,1.0,15,289865,-0.0008817533610745,0.14411362615273,0.995121662439025,YOL019W,TOS7,SGDID:S000005379,ORF,Verified ORF,"""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs (membrane compartment occupied by Can1); GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain (TMD) containing protein; TOS7 has a paralog ; DCV1 ; that arose from the whole genome duplication""",Verified ORF
5874,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0007692815405663,0.0053491447057872,0.995735024993997,1.0,9,362775,0.0006850083940659,0.144154599008301,0.996211230018341,YIR003W,AIM21,SGDID:S000001442,ORF,Verified ORF,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
6032,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0007748644146747,-0.0053245636316044,0.995754623766688,1.0,10,108820,0.0010267622762766,0.145857963883118,0.994387341115213,YJL165C,HAL5,SGDID:S000003701,ORF,Verified ORF,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
11298,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0007414894698622,0.0050646289462979,0.995961872831013,1.0,16,171314,-0.0038454423143197,0.146732476556674,0.979106909317336,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
4482,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0007281959898639,-0.0050465398821519,0.995976295470698,1.0,7,678526,-0.0015359507328747,0.144635158219796,0.991533036014087,SUT555_NFR/NDR,,,Promoter,Promoter,,Promoter
9277,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0009304698172884,0.0049980188249386,0.996014981929952,1.0,14,33220,0.0090141751252012,0.186367804924391,0.961450584048535,YNL323W,LEM3,SGDID:S000005267,Close to 3'-UTR,Close to 3'-UTR,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
2719,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.000761682387347,0.0049494605807638,0.996053698048265,1.0,4,1505397,0.0117120623298785,0.153928228366272,0.939392339249866,YDR534C,FIT1,SGDID:S000002942,Close to 3'-UTR,Close to 3'-UTR,"""Mannoprotein that is incorporated into the cell wall; incorporated via a glycosylphosphatidylinositol (GPI) anchor; involved in the retention of siderophore-iron in the cell wall""",Verified ORF
11844,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0007089396436902,-0.0049381697679049,0.99606270036124,1.0,16,744198,-0.000764119351672,0.143903638274683,0.995766302096753,YPR108W-A,YPR108W-A,SGDID:S000028590,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
7809,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0007143235959177,0.0048937494252393,0.996098117287122,1.0,12,394590,0.0030116245675154,0.146292652983694,0.983587299596697,YLR125W,YLR125W,SGDID:S000004115,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene""",Uncharacterized ORF
9045,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0006643320190223,0.0046101305061424,0.996324250576229,1.0,13,711296,-0.0001386129012413,0.144442373926252,0.999234859029979,YMR219W,ESC1,SGDID:S000004832,ORF,Verified ORF,"""Protein involved in telomeric silencing; required for quiescent cell telomere hypercluster localization at nuclear membrane vicinity; interacts with PAD4-domain of Sir4p""",Verified ORF
4972,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.0006653472454841,0.0045902508380764,0.996340100922018,1.0,8,120385,0.0006653472451606,0.145291647320812,0.996348774289417,YHR007C,ERG11,SGDID:S000001049,ORF,Verified ORF,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
8418,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0006262237011203,-0.0041522100333198,0.996689357524171,1.0,13,13831,-0.0006262237030227,0.151174621615681,0.996697203208381,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
517,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0005589849155989,-0.0038732602245061,0.996911768789576,1.0,2,384206,-0.0003002554947219,0.144659335669031,0.998345081264541,YBR073W,RDH54,SGDID:S000000277,ORF,Verified ORF,"""DNA-dependent ATPase; DNA recombination/repair translocase ; supercoils DNA ; promotes DNA strand opening; stimulates strand exchange by modifying dsDNA topology; involved in recombinational repair of DNA double-strand breaks (DSBs) during mitosis ; meiosis; implicated in cell divisions in telomerase-negative strains through adaptation to DNA damage ; which allows bypass of cell cycle arrest and contributes senescence-specific genome instability; phosphorylated in response to DNA damage""",Verified ORF
5116,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.0005559475733412,-0.0036775689705301,0.997067796786219,1.0,8,237840,-0.0009549548048483,0.151530405974172,0.994975271085068,tF(GAA)H1_NFR/NDR,,,Promoter,Promoter,,Promoter
